x,y,label
-3.93731256444438,-1.9077595402770506,1
-2.7887538191908003,-1.052018953376701,1
2.1612595992199033,2.514792573989905,0
1.2297827103128727,2.3818116523659687,0
-2.179346516604549,-0.6779794083214183,1
0.3095926506329041,2.768342216944599,0
-0.13266385121293744,1.3294488185952829,0
-4.475730066752055,-1.5400270034442796,1
-0.5384959369594027,3.39250785068618,0
-3.850022649416072,-1.9224475720056606,1
1.9099059646038765,0.65112016188447,0
1.6959270204896009,2.1945674076067627,0
0.3694691921795123,1.7887194469715393,0
-1.5418547370078644,-2.199079531621299,1
-2.5497955454849013,-1.8777336202268686,1
-1.9819668159203099,-2.331595012094513,1
0.17572206070197938,2.737323379209678,0
0.31009259875253714,1.1494826519308758,0
0.8363607146874443,2.1003921142450532,0
1.5475651087290634,1.6854055569418542,0
-0.4883797353201811,2.170676403222356,0
-1.8001376740796213,-0.509520097120186,1
0.020108714686458473,0.3704510748935257,0
-2.4618997139490677,-1.8768741004730283,1
-2.10720751775208,-1.781393405334967,1
-3.3508372375332933,-0.5051859451067018,1
-3.4423571013995247,-0.9799219674631253,1
0.972033075141963,1.0290014288905964,0
-0.5673107082657034,3.784755088125444,0
-3.324454403314708,-0.1656239198587608,1
2.030072224072402,2.6377693870810557,0
-3.3555944131243565,-2.2881625206600957,1
0.6647068752062097,2.992413236800245,0
-4.738621578259828,-2.687703616384616,1
2.7189190747356324,2.4809979596294838,0
-3.2347287554034696,-2.3974560928180684,1
-1.8071657065844418,-2.353399748902091,1
-3.5497598476895855,-1.7919388017605176,1
-2.379269921988662,-2.3571722941627913,1
-2.126828660310264,-2.0414595682230474,1
0.6292319373275461,2.9416639182357835,0
0.4806213296703426,2.448297258628344,0
2.1050731321627216,1.4252508153973105,0
-0.14245991947968906,1.593063679403333,0
0.9542399730109358,2.2891097190901646,0
-2.9985896063813695,-1.6909433556283486,1
1.6224374571475626,3.012487928381547,0
0.26458261925115956,3.00934117853749,0
-2.613384397510516,-1.8818348143785901,1
-2.03237746217322,-1.0598114491192883,1
1.6299239293419197,3.495052925814875,0
2.5924460633417574,1.0258628147551103,0
0.7723220327039009,2.287131707126623,0
0.30146799697399695,3.413456199648805,0
-2.7827517787333047,-1.7214722355703809,1
-3.9322520156091842,-1.9911498514038983,1
-2.723571415668478,-1.0542899252564941,1
-0.43662483544248976,1.4463341604337128,0
-1.8394817092259248,0.9103402524540241,1
-0.3192978132467046,1.9857048919686062,0
-3.813340225919825,-0.48850835998836706,1
-3.1864195219652576,-4.564939931554313,1
-2.3290139534755445,-0.7832844916769973,1
