x,y
-0.38876408979978516,-0.47634810049092347
0.027578015761824615,-0.1824037933394873
0.4594729613420203,0.2545425799023153
0.11504086125110513,0.04037378038949613
-0.24557557735367286,-0.48176681058471493
0.20517703736713844,0.10182166901292522
-1.0,-0.896367997882544
-0.8786839045876028,-1.0
-0.5313071417906754,-0.7375606228214451
-0.5706238473008969,-0.8650766212038998
0.09233147487151827,-0.05151249966193272
-0.6757939641061617,-0.82795915063129
-0.0369624967952592,-0.10599402238962508
0.07461435379288384,-0.22547268669897902
0.11178038694098968,-0.0879417907084914
-0.26814912533916124,-0.5659274670441538
-0.43533135962523817,-0.6044633877587644
0.21934885432199058,0.3592309267447076
-0.3441664487224224,-0.38831222795076215
0.4649076330172286,0.4915857558049195
-0.5637759099835729,-0.8077676244671679
-0.001645598206003851,-0.2197695143735876
-0.5468698666741667,-0.6757938262088374
-0.3447784201326719,-0.30248254398188046
-0.4194518915833133,-0.6046574338894937
0.41459745698813566,0.47797520202360877
-0.4346186559835904,-0.7950627168445343
-0.09831196979960288,-0.19106394054915765
0.08796113172645259,-0.14145639233825524
-0.5988505582127397,-0.6428477792468792
-0.567428467229915,-0.685023644772362
-0.3254925251559663,-0.6573767083225617
-0.15479536051741705,-0.26152286894327303
0.009769552361951872,-0.2256151933856857
0.11681214240826998,-0.057114932764498416
0.10702767166061511,-0.113176118920849
0.06915277599353487,-0.05910455514645385
-0.497985568656775,-0.8685635583871469
0.13344943886370175,0.09865511791967618
0.6598981184718984,0.4214696831259468
0.22531388488468096,0.05876092180577208
-0.5882839690038542,-0.851056336988118
-0.01323751382563887,-0.30819905625715527
0.19883600677932467,-0.08869412064364057
0.2659068551377408,0.2988354842251195
-0.14859381704599595,-0.4058120070367368
-0.5967117380624934,-0.6488621005681555
-0.20138466690748236,-0.29026143382143943
-0.05674216062636184,-0.1420771980155624
0.3295374236912183,0.2575040391712655
1.0,1.0
-0.08588347514046457,-0.2007611935236554
0.018112125731234885,-0.12305017414375607
-0.5787779194508704,-0.5759613528778961
0.09500021343646581,-0.14873806331804473
0.18624330628740626,0.20960078032542317
-0.17020079449589487,-0.31791289402990464
-0.17014718695628528,-0.29981475987672834
-0.33488905077611963,-0.4162643584169614
-0.00013768511498535307,-0.40860919614707547
-0.054624685804270934,-0.20037218878408725
-0.43692750554843307,-0.4847444788821339
-0.44618605390895105,-0.7138672988115922
-0.2615097893182735,-0.6263293197676386
0.33036937964950974,0.4696192240924675
0.24069196451015284,0.15175578401032053
-0.3329230440658716,-0.5880423849388934
-0.07514269942020024,-0.1111745856027041
-0.5319578507958558,-0.5977311087508708
-0.5654032687180732,-0.630179647228817
-0.30860751363011973,-0.39197278256787527
0.34388674145712406,0.22571179406653008
0.12528188264460494,-0.16215663524206259
-0.4644180362260445,-0.5123019673874161
0.05525964009817086,-0.1504059180322429
-0.7245731131523625,-0.6980481282808977
0.06426079497494586,0.05659540893068149
-0.1088163522056873,-0.35967462797171956
-0.32477374349228927,-0.22035755544556423
0.5667380942872848,0.46618557401615734
-0.02723702928378635,-0.06986233142778697
0.42524505067121887,0.32527073704801235
-0.13376197854429994,-0.2648110525557096
-0.2782170206044675,-0.39265094493900277
-0.2110319412058601,-0.29332945085437856
-0.3403787843646575,-0.2592692800704822
0.11519909003618456,0.11774649132394388
-0.6024382423271554,-0.8888980291704089
-0.5307918042403065,-0.7114443256914526
0.04436090936851511,-0.11903993848890082
-0.15487623842606935,-0.4244491516360346
-0.25255390053280635,-0.2938935431219645
-0.1816175032124704,-0.4239618152228133
-0.45624466024235844,-0.6047822572893475
-0.1162576529813154,-0.35859670110971986
0.15788228108316882,0.004618034253359271
-0.3507639787523077,-0.3374502575132643
-0.3175897289012135,-0.5186394595148878
-0.09945076892732285,-0.18457153788875647
0.15400940487492543,0.07856494422958016
0.21069640786963406,0.06027582975146606
-0.2020346222360777,-0.2781285316037696
-0.5094424912531564,-0.627617960128806
-0.002601101493484026,-0.23362131081700144
-0.5048985334420295,-0.6670281117290471
-0.1490795422675768,-0.27417419643865915
-0.3282703497725393,-0.5035180300257929
0.5373525221654336,0.4463358617396269
-0.0007527140662987319,-0.285674225534704
0.26069722921533156,0.28964761743195555
-0.3821733380392144,-0.22646245535509535
